"Run/Debug","Force Return","Shift+Alt+F","In Windows"
"Source","Add Javadoc Comment","Shift+Alt+J","In Windows"
"Source","Toggle Ant Mark Occurrences","Shift+Alt+O","Editing Ant Buildfiles"
"Source","Quick Assist - Assign to local variable","Ctrl+2 L","Editing Java Source"
"Navigate","Open Resource","Shift+Ctrl+R","In Windows"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Edit","Find Previous","Shift+Ctrl+K","Editing Text"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"File","Close","Ctrl+F4","In Windows"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Run/Debug","Debug Eclipse Application","Shift+Alt+D E","In Windows"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Run/Debug","Debug Last Launched","F11","In Windows"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
"File","Refresh","F5","In Windows"
"Refactor - Java","Show Refactor Quick Menu","Shift+Alt+T","In Windows"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"Edit","Select Previous Element","Shift+Alt+Left","Editing Java Source"
"Run/Debug","EOF","Ctrl+D","In I/O Console"
"Source","Toggle Comment","Esc Ctrl+C","Editing Properties Files"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"File","Properties","Alt+Enter","In Windows"
"Navigate","Expand All","Shift+Ctrl+Numpad_Multiply","In Windows"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Refactor - Java","Change Method Signature","Shift+Alt+C","In Windows"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Properties Files"
"Source","Format","Esc Ctrl+F","Editing Ant Buildfiles"
"Navigate","Forward History","Alt+Right","In Windows"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Views","Show View (Javadoc)","Shift+Alt+Q J","In Windows"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Refactor - Java","Inline","Shift+Alt+I","In Windows"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"Run/Debug","Debug JUnit Test","Shift+Alt+D T","In Windows"
"Window","Show System Menu","Alt+-","In Windows"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Run/Debug","Run Java Application","Shift+Alt+X J","In Windows"
"Window","Previous Editor","Shift+Ctrl+F6","In Windows"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Java Source"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Text Editing","Show Tooltip Description","F2","Editing Text"
"Text Editing","To Upper Case","Shift+Ctrl+X","Editing Text"
"Source","Format","Esc Ctrl+F","Editing Java Source"
"Navigate","Open Type","Shift+Ctrl+T","In Windows"
"Run/Debug","Run JUnit Test","Shift+Alt+X T","In Windows"
"File","Print","Ctrl+P","In Windows"
"Views","Show View (Declaration)","Shift+Alt+Q D","In Windows"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Edit","Context Information","Shift+Ctrl+Space","In Dialogs and Windows"
"Edit","Select Next Element","Shift+Alt+Right","Editing Java Source"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Edit","Quick Diff Toggle","Shift+Ctrl+Q","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Window","Switch to Editor","Shift+Ctrl+E","In Windows"
