"Views","Show View (Problems)","Shift+Alt+Q X","In Windows"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"File","Refresh","F5","In Windows"
"Navigate","Next","Ctrl+.","In Windows"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Source","Toggle Ant Mark Occurrences","Shift+Alt+O","Editing Ant Buildfiles"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing Java Source"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Run/Debug","Next Page of Memory","Shift+Ctrl+.","In Table Memory Rendering"
"Source","Show Source Quick Menu","Shift+Alt+S","In Windows"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View"
"Navigate","Previous Page","Shift+Alt+F7","In Windows"
"Edit","Find Previous","Shift+Ctrl+K","Editing Text"
"Run/Debug","Debug","F11","In Windows"
"Views","Show View (Declaration)","Shift+Alt+Q D","In Windows"
"Views","Show View (Type Hierarchy)","Shift+Alt+Q T","In Windows"
"Navigate","Previous","Ctrl+,","In Windows"
"Navigate","Open Type","Shift+Ctrl+T","In Windows"
"Run/Debug","Run Java Application","Shift+Alt+X J","In Windows"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Run/Debug","Step Return","F7","Debugging"
"Window","Show Key Assist","Shift+Ctrl+L","In Dialogs and Windows"
"Views","Show View (Synchronize)","Shift+Alt+Q Y","In Windows"
"Edit","Delete","Delete","In Windows"
"Spy","Plug-in Menu Spy","Shift+Alt+F2","In Dialogs and Windows"
"Run/Debug","Previous Page of Memory","Shift+Ctrl+,","In Table Memory Rendering"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Window","Next Editor","Ctrl+F6","In Windows"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Run/Debug","Toggle Breakpoint","Shift+Ctrl+B","In Windows"
"Refactor - Java","Show Refactor Quick Menu","Shift+Alt+T","In Windows"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Window","Quick Access","Ctrl+3","In Windows"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Views","Show View (Variables)","Shift+Alt+Q V","In Windows"
"Navigate","Go to Matching Bracket","Shift+Ctrl+P","Editing Java Source"
"Edit","Select Previous Element","Shift+Alt+Left","Editing Java Source"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Run/Debug","Debug Eclipse Application","Shift+Alt+D E","In Windows"
"Uncategorized","Add Artifact to Target Platform","Shift+Ctrl+Alt+A","In Windows"
"Source","Format","Shift+Ctrl+F","Editing Java Source"
"File","Rename","F2","In Windows"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"Text Editing","To Lower Case","Shift+Ctrl+Y","Editing Text"
"Run/Debug","Debug Ant Build","Shift+Alt+D Q","In Windows"
"File","Close All","Shift+Ctrl+W","In Windows"
"Views","Show View (Error Log)","Shift+Alt+Q L","In Windows"
"File","Save All","Shift+Ctrl+S","In Windows"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","In Windows"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Window","Quick Switch Editor","Ctrl+E","In Windows"
"File","Close","Ctrl+F4","In Windows"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Window","Previous Perspective","Shift+Ctrl+F8","In Windows"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Java Source"
"Navigate","Next Page","Alt+F7","In Windows"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Refactor - Java","Rename - Refactoring ","Shift+Alt+R","In Windows"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Text Editing","Line End","End","Editing Text"
"Edit","Quick Diff Toggle","Shift+Ctrl+Q","Editing Text"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Text Editing","Collapse All","Shift+Ctrl+Numpad_Divide","Editing Text"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Source","Quick Assist - Assign to field","Ctrl+2 F","Editing Java Source"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Edit","Find and Replace","Ctrl+F","In Windows"
