"Views","Show View (View: Cheat Sheets)","Shift+Alt+Q H","In Windows"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text"
"Run/Debug","Debug Java Application","Shift+Alt+D J","In Windows"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Run/Debug","Run","Ctrl+F11","In Windows"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing Java Source"
"Project","Build All","Ctrl+B","In Windows"
"Views","Show View (View: Synchronize)","Shift+Alt+Q Y","In Windows"
"Source","Quick Assist - Assign to field","Ctrl+2 F","Editing Java Source"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editor Breadcrumb Navigation"
"Views","Show View (View: Declaration)","Shift+Alt+Q D","In Windows"
"Views","Show View (View: Console)","Shift+Alt+Q C","In Windows"
"Run/Debug","Display","Shift+Ctrl+D","In Dialogs and Windows"
"Run/Debug","Debug OSGi Framework","Shift+Alt+D O","In Windows"
"Run/Debug","Step Into","F5","Debugging"
"Navigate","Open Type","Shift+Ctrl+T","In Windows"
"Navigate","Open Type Hierarchy","F4","In Windows"
"Manifest Editor Source","Format Source","Shift+Ctrl+F","PDE editor"
"Navigate","Forward History","Alt+Right","In Windows"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","In Windows"
"Window","Activate Editor","F12","In Windows"
"Text Editing","To Upper Case","Shift+Ctrl+X","Editing Text"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"Window","Next Editor","Ctrl+F6","In Windows"
"Run/Debug","Run JUnit Test","Shift+Alt+X T","In Windows"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Run/Debug","Inspect","Shift+Ctrl+I","In Dialogs and Windows"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"File","Save","Ctrl+S","In Windows"
"Views","Show View (View: Package Explorer)","Shift+Alt+Q P","In Windows"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Source","Surround With Quick Menu","Shift+Alt+Z","In Windows"
"Navigate","Next","Ctrl+.","In Windows"
"Run/Debug","Display","Shift+Ctrl+V","In Dialogs and Windows"
"Navigate","Go to Matching Bracket","Shift+Ctrl+P","Editing Java Source"
"Source","Rename In File","Shift+Alt+R","Editing Ant Buildfiles"
"File","Properties","Alt+Enter","In Windows"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"File","Refresh","F5","In Windows"
"Text Editing","Delete to End of Line","Shift+Ctrl+Delete","Editing Text"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"Refactor - Java","Rename - Refactoring ","Shift+Alt+R","In Windows"
"Run/Debug","Run JUnit Plug-in Test","Shift+Alt+X P","In Windows"
"File","Close All","Shift+Ctrl+F4","In Windows"
"Edit","Toggle Insert Mode","Shift+Ctrl+Insert","Editing Text"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Navigate","Go to Previous Member","Shift+Ctrl+Up","Editing Java Source"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"Run/Debug","EOF","Ctrl+D","In I/O Console"
"File","Close","Ctrl+W","In Windows"
"Views","Show View (View: Javadoc)","Shift+Alt+Q J","In Windows"
"Text Editing","Collapse All","Shift+Ctrl+Numpad_Divide","Editing Text"
"Search","Show Occurrences in File Quick Menu","Shift+Ctrl+U","In Windows"
"File","Print","Ctrl+P","In Windows"
"Refactor - Java","Show Refactor Quick Menu","Shift+Alt+T","In Windows"
"File","Rename","F2","In Windows"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Edit","Select Enclosing Element","Shift+Alt+Up","Editing Java Source"
"Run/Debug","Run Java Applet","Shift+Alt+X A","In Windows"
"Source","Add Javadoc Comment","Shift+Alt+J","In Windows"
"Text Editing","Line End","End","Editing Text"
"Source","Toggle Ant Mark Occurrences","Shift+Alt+O","Editing Ant Buildfiles"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"Navigate","Previous","Ctrl+,","In Windows"
"Navigate","Collapse All","Shift+Ctrl+Numpad_Divide","In Windows"
"Run/Debug","All Instances","Shift+Ctrl+N","In Windows"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Refactor - Java","Extract Method","Shift+Alt+M","In Windows"
"File","Save All","Shift+Ctrl+S","In Windows"
"Source","Add Import","Shift+Ctrl+M","Editing Java Source"
"Text Editing","Insert Line Above Current Line","Shift+Ctrl+Enter","Editing Text"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Window","Previous Perspective","Shift+Ctrl+F8","In Windows"
"Edit","Find Previous","Shift+Ctrl+K","Editing Text"
"File","New","Ctrl+N","In Windows"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Window","Previous Editor","Shift+Ctrl+F6","In Windows"
"Source","Add Block Comment","Shift+Ctrl+/","Editing Java Source"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Source","Quick Assist - Assign to local variable","Ctrl+2 L","Editing Java Source"
"Navigate","Open Plug-in Artifact","Shift+Ctrl+A","In Windows"
"Text Editing","Reset Structure","Shift+Ctrl+Numpad_Multiply","Editing Text"
"Run/Debug","Force Return","Shift+Alt+F","In Windows"
"Edit","Context Information","Shift+Ctrl+Space","In Dialogs and Windows"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Source","Format","Shift+Ctrl+F","Editing Java Source"
"Views","Show View (View: Breakpoints)","Shift+Alt+Q B","In Windows"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
"Views","Show View (View: History)","Shift+Alt+Q Z","In Windows"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Edit","Quick Diff Toggle","Shift+Ctrl+Q","Editing Text"
"Run/Debug","Step Over","F6","Debugging"
"Source","Toggle Mark Occurrences","Shift+Alt+O","Editing Java Source"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows"
"Window","Previous View","Shift+Ctrl+F7","In Windows"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Views","Show View (View: Problems)","Shift+Alt+Q X","In Windows"
"Views","Show View (View: Search)","Shift+Alt+Q S","In Windows"
"Navigate","Previous Page","Shift+Alt+F7","In Windows"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editing Java Source"
"Navigate","Expand All","Shift+Ctrl+Numpad_Multiply","In Windows"
"Source","Format","Esc Ctrl+F","Editing Java Source"
"File","New menu","Shift+Alt+N","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"Navigate","Backward History","Alt+Left","In Windows"
"Window","Show Contributing Plug-in","Shift+Alt+F3","In Dialogs and Windows"
"Navigate","Next Page","Alt+F7","In Windows"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Properties Files"
"Window","Show System Menu","Alt+-","In Windows"
"Run/Debug","Run OSGi Framework","Shift+Alt+X O","In Windows"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Run/Debug","Debug Ant Build","Shift+Alt+D Q","In Windows"
"Source","Quick Assist - Rename in file","Ctrl+2 R","Editing Java Source"
"Window","Show Key Assist","Shift+Ctrl+L","In Dialogs and Windows"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Run/Debug","Next Page of Memory","Shift+Ctrl+.","In Table Memory Rendering"
"Edit","Delete","Delete","In Windows"
"Edit","Select Next Element","Shift+Alt+Right","Editing Java Source"
"Navigate","Go to Next Member","Shift+Ctrl+Down","Editing Java Source"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Spy","Plug-in Selection Spy","Shift+Alt+F1","In Dialogs and Windows"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Run/Debug","Run Java Application","Shift+Alt+X J","In Windows"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Navigate","Open Declaration","F3","In Windows"
"Window","Switch to Editor","Shift+Ctrl+E","In Windows"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Text Editing","Line Start","Home","Editing Text"
"Text Editing","Select Previous Word","Shift+Ctrl+Left","Editing Text"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Edit","Find Next","Ctrl+K","Editing Text"
"File","Close All","Shift+Ctrl+W","In Windows"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Source","Format","Esc Ctrl+F","Editing Ant Buildfiles"
"Uncategorized","Add Artifact to Target Platform","Shift+Ctrl+Alt+A","In Windows"
"Edit","Incremental Find","Ctrl+J","Editing Text"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Java Source"
"Edit","Toggle Block Selection","Shift+Alt+A","Editing Text"
"Text Editing","Show Tooltip Description","F2","Editing Text"
"Window","Next View","Ctrl+F7","In Windows"
"Run/Debug","Toggle Breakpoint","Shift+Ctrl+B","In Windows"
"Source","Remove Block Comment","Shift+Ctrl+\","Editing Java Source"
"Views","Show View","Shift+Alt+Q Q","In Windows"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Source","Toggle Comment","Esc Ctrl+C","Editing Java Source"
